occ_4_digit,occ_4_digit_description,occ_2_digit_47,assist,contact,customer,disease,face2face,outcover,outexposed,proximity,public,vehicleclosed,vehicleopen,wearcommon,wearspecial,n_workers_weighted_round
9431,Sawmill machine operators,94.00000000,2.17000008,3.94000006,1.20000005,1.22000003,4.30000019,1.79999995,2.03999996,3.27999997,1.38999999,1.42999995,1.73000002,5.00000000,1.09000003,2845
9432,Pulp mill machine operators,94.00000000,2.84249997,4.08500004,1.90499997,1.32999992,4.47499990,2.14499998,2.86500001,2.82500005,1.86249995,1.69500005,2.28500009,4.92250013,2.72000003,585
9433,Papermaking and finishing machine operators,94.00000000,3.26999998,4.42999983,2.20000005,1.13000000,4.71999979,1.05999994,1.12000000,3.42000008,1.76999998,1.05999994,1.25000000,4.78000021,1.11000001,430
9434,"Other wood processing machine 
operators",94.00000000,2.37500000,3.64499998,1.87000000,1.28999996,4.61499977,1.64999998,1.73000002,3.25000000,1.38000000,1.41499996,1.85500002,4.65999985,2.20000005,1595
9435,Paper converting machine operators,94.00000000,2.50199986,4.25600004,2.25200009,1.26999998,4.47200012,1.27800000,1.34399998,3.62400007,1.48800004,1.16600001,1.74000001,4.62599993,2.27999997,230
9436,Lumber graders and other wood processing inspectors and graders,94.00000000,2.50000000,4.38000011,2.45000005,1.14999998,4.30000019,1.70000005,1.62000000,3.57999992,1.53999996,1.37000000,1.52999997,4.75000000,1.69000006,980
9437,Woodworking machine operators,94.00000000,2.01999998,3.64000010,2.27999997,1.02999997,4.84999990,1.38000000,1.70000005,3.04999995,1.29999995,1.44000006,1.73000002,4.32000017,1.99000001,785
9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",94.00000000,2.67750001,3.80749989,1.46000004,1.24250007,4.30499983,1.33249998,1.63249993,2.98499990,1.77250004,1.10750008,1.68750000,4.59999990,1.72000003,135
9442,"Weavers, knitters and other fabric making occupations",94.00000000,2.15499997,3.57000017,1.68499994,1.13499999,3.82500005,1.05999994,1.25999999,3.09500003,1.63000000,1.06500006,2.02500010,4.47000027,2.13000011,265
9445,"Fabric, fur and leather cutters",94.00000000,2.58500004,3.36999989,1.34999990,1.01499999,3.79500008,1.02499998,1.22000003,2.76499987,1.62500000,1.06500006,1.50500000,2.39000010,1.47000003,85
9446,Industrial sewing machine operators,94.00000000,2.21500015,3.55999994,1.80500007,1.51499999,4.07499981,1.31500006,1.53999996,3.40499997,1.68499994,1.24000001,1.43499994,3.19999981,1.38499999,1735
9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",94.00000000,2.50000000,4.38000011,2.45000005,1.14999998,4.30000019,1.70000005,1.62000000,3.57999992,1.53999996,1.37000000,1.52999997,4.75000000,1.69000006,180
9461,"Process control and machine operators, food and beverage processing",94.00000000,2.81444454,3.99444437,1.99888885,1.22222221,4.44999981,1.78666663,2.31999993,2.99111104,1.91888893,1.51777780,2.35444450,4.74777794,2.39111114,3520
9462,"Industrial butchers and meat cutters, poultry preparers and related workers",94.00000000,2.73333335,3.76666665,3.73666668,1.59666669,4.09000015,1.06666660,1.74666667,4.11333323,2.71666670,1.68333340,1.17999995,4.70333338,2.42999983,1130
9463,Fish and seafood plant workers,94.00000000,2.74333334,3.55666661,2.60666656,1.44000006,4.09000015,1.19000006,1.74666667,3.20666671,2.04666662,1.57000005,1.47000003,4.76666689,2.22333336,1365
9465,"Testers and graders, food and beverage processing",94.00000000,2.50000000,4.38000011,2.45000005,1.14999998,4.30000019,1.70000005,1.62000000,3.57999992,1.53999996,1.37000000,1.52999997,4.75000000,1.69000006,515
9471,Plateless printing equipment operators,94.00000000,2.34999990,4.05999994,3.67000008,1.15999997,3.81999993,1.24000001,1.73000002,3.22000003,2.77999997,1.27999997,1.15999997,1.69000006,1.08000004,660
9472,"Camera, platemaking and other prepress occupations",94.00000000,2.52500010,3.75500011,2.67999983,1.00000000,4.80999994,1.07500005,1.25500000,3.01999998,2.18499994,1.44000006,1.08500004,2.50999999,1.43499994,265
9473,Binding and finishing machine operators,94.00000000,2.50000000,3.56999993,2.50999999,1.00000000,4.69999981,1.04999995,1.10000002,3.21000004,2.02999997,1.19000006,1.47000003,3.93000007,1.15999997,435
9474,Photographic and film processors,94.00000000,2.32999992,4.26999998,4.03000021,2.64000010,4.86000013,1.75999999,2.23000002,3.32999992,3.95000005,1.40999997,1.03999996,1.95000005,1.17999995,405
9521,Aircraft assemblers and aircraft assembly inspectors,95.00000000,2.50999999,3.97000003,2.28999996,1.35000002,4.78000021,1.44000006,1.45000005,3.38000011,1.83000004,1.46000004,1.52999997,4.96999979,2.60999990,120
9522,"Motor vehicle assemblers, inspectors and testers",95.00000000,1.95000005,4.55000019,2.55500007,1.26499999,4.60000038,2.32500005,2.63000011,3.69999981,1.52999997,2.46499991,1.97000003,4.53999996,1.54500008,615
9523,"Electronics assemblers, fabricators, inspectors and testers",95.00000000,2.57500005,3.88000011,2.20000005,1.13000000,4.28499985,1.30750000,1.48249996,3.41499996,1.77750003,1.41499996,1.54250002,4.75250006,2.20499992,1355
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",95.00000000,2.48666668,3.68666673,2.22333336,1.14999998,4.41666651,1.28333330,1.50666666,3.33666658,1.91333330,1.19333339,1.60000002,4.89333344,1.89333332,590
9525,"Assemblers, fabricators and 
inspectors, industrial electrical motors 
and transformers",95.00000000,2.55999994,3.51999998,2.15999985,1.09500003,4.15499973,1.41499996,1.70499992,3.33500004,2.13999987,1.27500010,1.81500006,4.84999990,2.10999990,90
9526,Mechanical assemblers and inspectors,95.00000000,2.43666673,4.23666668,2.82666659,1.13333333,4.57999992,1.82000005,2.23666668,3.57666659,1.65999997,1.92333341,2.33666658,4.82999992,2.30333328,485
9527,"Machine operators and inspectors, electrical apparatus manufacturing",95.00000000,2.19000006,4.16499996,2.28499985,1.38999999,4.31500006,1.40000010,1.46000004,3.76999998,1.46000004,1.18499994,1.32999992,4.51000023,2.63999987,55
9531,Boat assemblers and inspectors,95.00000000,2.61000013,4.21000004,2.14499998,1.12500000,4.40999985,1.61500001,1.63999999,3.95000005,1.98000002,1.30500007,1.71000004,4.82499981,2.65000010,420
9532,Furniture and fixture assemblers and inspectors,95.00000000,2.50000000,4.38000011,2.45000005,1.14999998,4.30000019,1.70000005,1.62000000,3.57999992,1.53999996,1.37000000,1.52999997,4.75000000,1.69000006,1085
9533,Other wood products assemblers and inspectors,95.00000000,2.50000000,4.38000011,2.45000005,1.14999998,4.30000019,1.70000005,1.62000000,3.57999992,1.53999996,1.37000000,1.52999997,4.75000000,1.69000006,1365
9534,Furniture finishers and refinishers,95.00000000,2.76999998,3.53499985,2.32999992,1.05500007,4.32000017,1.28500009,1.26499999,3.24499989,2.28999996,1.25500000,1.13499999,3.79500008,2.44500017,845
9535,"Plastic products assemblers, finishers and inspectors",95.00000000,2.72000003,4.03999996,1.84000003,1.10000002,4.51999998,1.52999997,1.65999997,4.32000017,2.42000008,1.24000001,1.88999999,4.90000010,3.60999990,685
9536,"Industrial painters, coaters and metal finishing process operators",95.00000000,2.27333331,3.56333327,2.18333340,1.24333334,4.38333321,1.28999996,1.65333331,3.42000008,1.65999997,1.78999996,1.62000000,4.62333345,3.64333344,1375
9537,"Other products assemblers, finishers and inspectors",95.00000000,2.34285712,3.90000010,2.14428568,1.11857140,4.55857134,1.21000004,1.33714283,3.29714274,1.93999994,1.28999996,1.39857137,4.00714302,1.96142852,2600
9611,Labourers in mineral and metal processing,96.00000000,2.43499994,3.59999990,2.13499999,1.33500004,4.44499969,2.08999991,3.00000000,3.18000007,2.09499979,2.36999989,2.32999992,4.27500010,2.28999996,780
9612,Labourers in metal fabrication,96.00000000,2.76999998,3.83999991,1.99000001,1.01999998,4.30999994,1.62000000,2.11999989,3.17000008,2.09999990,1.54999995,2.86999989,4.94000006,2.56999993,1245
9613,Labourers in chemical products processing and utilities,96.00000000,2.43666673,3.68999982,2.04666662,1.25000000,4.31666660,1.87333333,2.57333326,3.07333326,1.84333324,1.99000001,2.09999990,4.43666649,2.11999989,845
9614,"Labourers in wood, pulp and paper processing",96.00000000,2.68750000,3.96499991,2.37249994,1.09500003,4.42749977,1.75500000,2.42999983,3.40750003,2.31250000,1.60249996,2.44499993,4.41750002,1.75999999,6090
9615,Labourers in rubber and plastic products manufacturing,96.00000000,2.76999998,3.83999991,1.99000001,1.01999998,4.30999994,1.62000000,2.11999989,3.17000008,2.09999990,1.54999995,2.86999989,4.94000006,2.56999993,470
9616,Labourers in textile processing,96.00000000,2.43666673,3.68999982,2.04666662,1.25000000,4.31666660,1.87333333,2.57333326,3.07333326,1.84333324,1.99000001,2.09999990,4.43666649,2.11999989,215
9617,Labourers in food and beverage processing,96.00000000,2.68750000,3.96499991,2.37249994,1.09500003,4.42749977,1.75500000,2.42999983,3.40750003,2.31250000,1.60249996,2.44499993,4.41750002,1.75999999,10175
9618,Labourers in fish and seafood processing,96.00000000,3.35999990,4.15000010,2.42000008,1.17999995,4.51999998,1.11000001,2.55999994,3.79999995,2.93000007,1.05999994,1.23000002,3.49000001,1.16999996,1350
9619,"Other labourers in processing, manufacturing and utilities",96.00000000,2.64000010,4.03399992,2.13199997,1.36800003,4.22800016,1.73000002,2.45600009,3.32999992,2.06999993,1.69800007,2.28600001,4.46799994,1.80400002,7285
