occ_4_digit,occ_4_digit_description,occ_2_digit_47,assist,contact,customer,disease,face2face,outcover,outexposed,proximity,public,vehicleclosed,vehicleopen,wearcommon,wearspecial
4156,Employment counsellors,41,4.04,4.855,3.6800001,1.8100001,4.9549999,1.4300001,1.72,3.1100001,3.4449999,1.985,1.01,1.085,1
4161,"Natural and applied science policy researchers, consultants and program officers",41,3.0450001,4.5649996,3.79,1.365,4.6800003,2.075,2.4400001,3.155,2.8000002,3.05,1.385,2.635,1.905
4162,Economists and economic policy researchers and analysts,41,1.49,3.3899999,2.385,1.11,4.415,1.235,1.245,2.22,2.2350001,1.36,1.0550001,1.02,1
4163,Business development officers and marketing researchers and consultants,41,1.65,4.2199998,3.5699999,1,4.2199998,1.13,1.4299999,2.4300001,2.74,1.5700001,1,1.04,1
4164,"Social policy researchers, consultants and program officers",41,1.67,4.0799999,3.1700001,1,4.5700002,1,1.29,2.5799999,2.25,1.38,1,1,1
4165,"Health policy researchers, consultants and program officers",41,4.3125,4.6975002,3.97,3.0174999,4.7399998,1.8475,2.1925001,3.5450001,4.2674999,2.52,1.2075,2.2249999,1.3975
4166,"Education policy researchers, consultants and program officers",41,4.54,4.9400001,3.6500001,2.4200001,4.9899998,1.4400001,1.98,3.5699999,3.8699999,1.5599999,1,1.02,1
4167,"Recreation, sports and fitness policy researchers, consultants and program officers",41,3.5999999,4.3600001,3.28,1.88,4.48,1.52,1.8,4.3200002,3.8399999,1,1,1.12,1
4168,Program officers unique to government,41,1.88,4.3000002,3.3699999,1.1799999,4.8499999,1.11,1.15,2.7,1.5599999,1.5,1,1.5700001,1.1799999
4169,"Other professional occupations in social science, n.e.c.",41,2.135,4.0250001,3.1266665,1.355,4.5416665,1.8583333,2.0183334,2.9449999,3.0716667,1.8533334,1.3466667,1.4166666,1.1083333
4211,Paralegal and related occupations,42,1.8966666,4.0666666,3.8166666,1.1933333,4.6666665,1.0033333,1.1900001,3,2.8166666,1.3266667,1,1,1
4212,Social and community service workers,42,3.5349998,4.8649998,4.3649998,2.7449999,4.665,1.46,1.95,3.6949999,4.1350002,2.595,1.1,1.3399999,1.0350001
4214,Early childhood educators and assistants,42,3.51,4.6500001,3.03,2.4300001,4.6500001,1.71,2.9200001,4.52,2.3099999,1.04,1.01,1.55,1
4215,Instructors of persons with disabilities,42,4.02,4.915,3.8600001,2.7350001,4.8299999,1.49,1.6700001,4.0799999,3.5,1.4,1.01,1.36,1.03
4216,Other instructors,42,3.29,4.8299999,3.5999999,1.62,4.9499998,1.33,1.8099999,3.1800001,3.22,1.91,1,1.24,1
4217,Other religious occupations,42,4.2849998,4.7849998,4.3249998,2.0599999,4.7700005,1.5550001,1.825,3.0550001,3.835,2.8,1.075,1.0550001,1.01
4311,Police officers (except commissioned),43,3.3733335,4.7322221,4.6144443,2.9622223,4.7144446,2.75,4.0599999,3.8744445,4.0900002,4.3444443,1.6377778,3.1855555,2.3433332
4312,Firefighters,43,4.164,4.724,4.4579997,3.1440001,4.7880001,3.04,4.4419999,3.9660001,4.4959998,4.408,2.424,4.2119999,3.174
4411,Home child care providers,44,4.4650002,4.335,2.6500001,2.585,4.625,2.625,2.9400001,3.9850001,2.29,2.77,1,2.03,1
4412,"Home support workers, housekeepers and related occupations",44,4.7600002,4.3699999,3.3299999,3.52,4.21,1.11,1.27,4.3600001,3.0999999,2.1400001,1,4.1999998,1.3200001
4413,Elementary and secondary school teacher assistants,44,3.51,4.6500001,3.03,2.4300001,4.6500001,1.71,2.9200001,4.52,2.3099999,1.04,1.01,1.55,1
4421,Sheriffs and bailiffs,44,3.4450002,4.77,4.8800001,3.345,4.7250004,2.02,3.0700002,4.1900001,4.3100004,3.2249999,1.55,3.2150002,2.28
4422,Correctional service officers,44,3.855,4.7449999,4.0650001,4.1300001,4.3649998,1.87,2.9499998,4.0349998,3.2849998,2.8449998,1.23,3.1399999,1.6949999
4423,"By-law enforcement and other regulatory officers, n.e.c.",44,2.9925001,4.4025002,4.1224999,2.4175,4.3625002,2.125,3.5725,3.155,3.615,3.5425,1.3425,2.1600001,1.3625
5111,Librarians,51,2.8199999,4.27,3.97,2.1500001,4.5599999,1.42,1.36,3.0799999,3.8399999,1.1900001,1,1.17,1
5112,Conservators and curators,51,2.4100001,4.3099999,4.0900002,1.1900001,4.5599999,1.58,2.03,2.75,3.78,2.23,1.47,1.8099999,1.22
5113,Archivists,51,2.1300001,3.9400001,4.1300001,1.0700001,4.6900001,1.37,1.24,2.76,3.9400001,2.1300001,1.1,1.67,1.5700001
5121,Authors and writers,51,1.7966666,3.9133334,3.2233334,1.0966667,3.9466665,1.4766667,1.6333333,2.3966668,2.4000001,2.0699999,1.0966667,1.0266666,1.0133333
5122,Editors,51,1.88,4.5500002,3.71,1,4.8099999,1.3,1.63,3.1400001,2.8900001,1.88,1,1,1
5123,Journalists,51,1.77,4.6799998,3.6800001,1.36,4.6399999,2.5,3,3.1800001,3.5,3.73,1.45,1.41,1.23
5125,"Translators, terminologists and intepreter",51,3.3399999,4.8600001,3.02,3.25,4.1999998,1.42,1.46,3.6400001,4.2399998,1.48,1.01,1.54,1.66
5131,"Producers, directors, choreographers and related occupations",51,2.3724999,4.6537499,3.68625,1.1375,4.73,1.7637501,1.9875,3.51,3.6075001,2.1587501,1.0475,1.19875,1.075
5132,"Conductors, composers and arrangers",51,1.88,2.98,2.5899999,1,3.6400001,1.21,1.1799999,2.26,3.03,1.63,1,1,1
5133,Musicians and singers,51,2.7199998,4.4549999,3.125,1.73,3.78,1.74,1.4649999,4.52,4.3099999,1.54,1,1.53,1
5134,Dancers,51,2.4200001,4.7600002,3.03,1.85,4.6599998,1.74,1.72,4.9099998,3.95,1.3099999,1.1900001,1.74,1.3099999
5135,Actors and comedians,51,2.3900001,4.71,3.6500001,1.1799999,4.3899999,1.64,1.76,4.8000002,4.1599998,2.02,1.4400001,1.3200001,1.15
5136,"Painters, sculptors and other visual artists",51,2.4466667,3.5033333,3.0166667,1,4.2533331,1.3666667,1.6033334,2.4366665,2.4433334,1.6800001,1.0566666,2.7733333,1.4399999
5211,Library and public archive technicians,52,2.7150002,4.25,3.4850001,1.415,4.6900001,1.3299999,1.5550001,3.415,2.9000001,1.79,1.3199999,1.4749999,1.1500001
5212,Technical occupations related to museums and art galleries,52,1.9400001,3.76,3.49,1.01,4.52,1.77,1.92,3.1900001,2.9300001,1.89,1.25,3.0699999,1.54
5221,Photographers,52,2.1500001,4.1199999,3.8800001,1.16,4.1199999,2.72,3.24,3.72,3.6900001,2.3599999,1.48,1.64,1.64
5222,Film and video camera operators,52,2.73,4.4699998,3.1999998,1.115,4.8249998,1.755,2.3,3.3299999,2.71,2.2449999,1.4349999,1.4000001,1.05
5223,Graphic arts technicians,52,2.6199999,3.77,3.21,1.02,4.7600002,1.25,1.23,3.3199999,2.21,1,1.01,2.6600001,2.26
5224,Broadcast technicians,52,2.3499999,4.1999998,3.01,1.11,4.79,1.98,2.4300001,3.05,2.8099999,2.5599999,1.21,1.9400001,1.17
5225,Audio and video recording technicians,52,2.3699999,3.8599999,3.78,1.1799999,4.8499999,1.38,1.4299999,3.4100001,3.26,1.51,1.37,1.76,1.46
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",52,2.7075,4.5749998,3.3400002,1.545,4.5675001,2.0174999,2.135,3.9300001,2.2674999,1.7774999,1.21,1.835,1.3925
5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",52,2.0599999,4.0900002,3.3366666,1.1900001,4.4033337,1.9,2.4566667,3.29,3.3433335,2.2566667,2.1866667,2.51,1.3099999
5231,Announcers and other broadcasters,52,2.0699999,4.4849997,3.825,1.2249999,4.5249996,1.8900001,2.2550001,3.5050001,4.1999998,2.165,1.0350001,1.05,1
5232,"Other performers, n.e.c.",52,1.27,4.1399999,2.3299999,1.02,3.4000001,1.39,1.4299999,3.55,2.8299999,1.15,1.13,1.03,1.03
5241,Graphic designers and illustrators,52,1.77,4.04,3,1,4.6199999,1.27,1.38,2.3499999,2.3800001,1.23,1,1.08,1.04
5242,Interior designers and interior decorators,52,2.4033334,4.48,3.5733333,1.14,4.6966667,1.64,1.8200001,3.3,2.99,2.1100001,1.22,2.2666667,1.59
5243,"Theatre, fashion, exhibit and other creative designers",52,1.9499999,4.5700002,3.9100001,1.005,4.54,1.15,1.35,2.9200001,2.5050001,1.65,1.1,2.1950002,1.14
5244,Artisans and craftspersons,52,2.6966667,3.3033333,2.9833333,1.0533334,4.2833333,1.9833333,2.0333333,2.78,2.8366666,1.73,1.47,4.02,2.6900001
5245,"Patternmakers - textile, leather and fur products",52,2.345,4.5250001,3.6700001,1.525,4.7600002,1.085,2.165,3.4450002,2.46,1.6949999,1.025,1.505,1.01
5251,Athletes,52,2.6800001,4.3200002,3.3299999,1.23,4.75,2.6600001,4.1999998,3.3699999,3.46,2.76,2.1300001,3.4100001,2.1600001
5252,Coaches,52,3.29,4.75,2.96,1.36,4.2199998,1.26,3.26,3.9400001,2.9200001,2.46,1.37,1.34,1.08
5253,Sports officials and referees,52,2.3299999,4.1500001,3.27,1.4400001,4.27,1.97,3.1500001,3.8499999,3.3599999,1.3,1.15,2.1199999,1.61
5254,"Program leaders and instructors in recreation, sport and fitness",52,4.0900002,4.5150003,3.8699999,2.2,4.5250001,1.8199999,2.5749998,3.77,4.1300001,1.335,1.0550001,1.77,1.22
6211,Retail sales supervisors,62,3.1199999,4.8499999,4.5500002,1.38,4.9499998,1.38,2.05,3.6300001,4.0799999,1.62,1.17,1.67,1
6221,Technical sales specialists - wholesale trade,62,2.2566667,4.6466665,4.3833332,1.1533333,4.6233335,1.6533333,2.4200001,2.7133334,2.5699999,3.2833333,1.2466667,2.26,1.2066667
6222,Retail and wholesale buyers,62,2.29,4.79,4.1700001,1.0599999,4.98,2.02,2.2,3.04,3.1700001,2.45,1.51,2.1400001,1.12
6231,Insurance agents and brokers,62,2.3400002,4.7750001,4.5,1.275,4.895,1.7,2.1099999,3.085,3.145,2.79,1.235,1.29,1
6232,Real estate agents and salespersons,62,2.8899999,4.8199997,4.1599998,1.1900001,4.75,2.48,3.5949998,3.5,3.6849999,4.5550003,1.13,1.2149999,1.12
6235,Financial sales representatives,62,2.2775002,4.7150002,4.0050001,1.1925,4.6100001,1.0550001,1.3575001,2.7825,3.5,1.77,1.0525,1.05,1.0325
6311,Food service supervisors,63,3.22,4.8499999,4.77,2.02,4.48,1.45,2.4000001,4.8099999,3.6900001,1.54,1,4.4200001,1.47
6312,Executive housekeepers,63,2.98,4.4449997,3.1199999,2.9649999,4.3699999,1.28,1.98,2.855,3.48,1.8099999,1.4,3.96,1.2850001
6313,"Accommodation, travel, tourism and related services supervisors",63,3.0625,4.7750001,4.1800003,1.88,4.6275001,1.4974999,1.99,3.9099998,3.665,1.865,1.25,2.1424999,1.285
6314,Customer and information services supervisors,63,3.1900001,4.6999998,4,1.37,4.9299998,1.09,1.21,2.8900001,3.05,1.3,1.01,1.4,1.04
6315,Cleaning supervisors,63,2.635,4.6750002,3.7449999,1.98,4.8199997,1.535,2.625,3.3199999,2.51,2.4749999,1.755,3.335,1.5550001
6316,Other services supervisors,63,2.3199999,4.9200001,3.6600001,1.09,4.9699998,1.64,2.5699999,3.5999999,1.85,2.3499999,1.71,3.03,1.66
6321,Chefs,63,2.8499999,4.6999998,3.74,1.59,4.8800001,2.1500001,2,4.2199998,3.4400001,1.65,1.0700001,3.77,1.5599999
6322,Cooks,63,2.7920001,3.97,3.352,1.612,4.322,1.3100001,1.4679999,3.4119999,3.0640001,1.36,1.074,3.2479999,1.072
6331,"Butchers, meat cutters and fishmongers - retail and wholesale",63,2.7333333,3.7666667,3.7366667,1.5966667,4.0900002,1.0666666,1.7466667,4.1133332,2.7166667,1.6833334,1.1799999,4.7033334,2.4299998
6332,Bakers,63,2.71,4.1849999,2.9650002,1.27,4.3199997,1.105,1.1949999,2.7850001,2.54,1.49,1.355,4.4899998,1.79
6341,Hairstylists and barbers,63,3.6950002,4.8150001,3.925,2.8150001,4.5599999,1,1,4.7399998,4.4700003,1.1700001,1,2.9650002,1.01
6342,"Tailors, dressmakers, furriers and milliners",63,2.3,3.655,3.5050001,1.25,4.2150002,1.135,1.135,2.9850001,3.5149999,1.49,1.0550001,1.205,1.16
6343,Shoe repairers and shoemakers,63,2.2349999,3.7199998,2.165,1.0799999,3.7750001,1.12,1.335,3.3200002,2.1300001,1.23,1.0350001,3.2150002,1.2049999
6344,"Jewellers, jewellery and watch repairers and related occupations",63,1.9825,3.8699999,3.5550001,1.0074999,4.54,1.0775,1.0725,3.2775002,3.01,1.3399999,1,2.9775,1.505
6345,Upholsterers,63,2.3900001,3.6500001,2.5899999,1.09,3.79,1.2,1.2,3.46,2.95,1.29,1.3099999,3.9300001,1.3099999
6346,Funeral directors and embalmers,63,4.4633331,4.6566668,4.4166665,3.8733335,4.3266668,2.8066669,3.8066666,3.8733335,4.3233333,4.2133336,1.1533333,3.5633335,2.6233335
6411,Sales and account representatives - wholesale trade (non-technical),64,2.2249999,4.79,4.5950003,1.115,4.605,1.7,2.4549999,3.1300001,3.7049999,4.1149998,1.075,1.7,1.105
6421,Retail salespersons,64,2.97,4.8733335,4.4899998,1.39,4.7166667,1.6900001,2.2433333,3.71,4.6300001,2.2033334,1.0833334,1.91,1
6511,Maîtres d'hôtel and hosts/hostesses,65,2.8900001,4.7800002,3.9200001,1.65,4.4699998,1.85,1.75,4.1700001,4.0999999,1.23,1.21,2.3099999,1.13
6512,Bartenders,65,3.4400001,4.7049999,4.085,1.365,4.3649998,1.4949999,1.5450001,4.21,4.02,1.085,1.04,1.7349999,1
6513,Food and beverage servers,65,3.575,4.7950001,3.8900001,2.0899999,4.29,1.45,1.39,4,3.7050002,1.12,1.11,3.0799999,1.1099999
6521,Travel counsellors,65,3.0450001,4.7199998,4.5249996,1.25,4.3249998,1.0599999,2,3.7149999,4.395,1.6400001,1.355,1.88,1.0799999
6522,Pursers and flight attendants,65,4.02,4.9299998,4.415,3.115,4.5149999,1.085,1.4200001,4.645,4.2399998,2.4549999,1.12,1.98,1.2950001
6523,Airline ticket and service agents,65,2.9333334,4.853333,3.9633334,1.2466667,4.6100001,1.3133333,2.1033335,3.6366665,3.1199999,1.6833334,1.6166667,2.7633333,1.1333333
6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",65,2.3699999,4.8499999,4.3000002,1.14,4.5100002,1.41,1.6799999,3.5799999,2.8599999,1.34,1.42,1.47,1.04
6525,Hotel front desk clerks,65,3.6766667,4.73,4.6333332,1.2466667,4.52,2.1466668,2.7866669,3.76,4.5133333,2.98,1.2366667,1.3633333,1.1
6531,Tour and travel guides,65,2.7750001,4.4949999,4.645,1.4400001,4.54,1.77,2.375,3.5,4.145,2.76,1.3,1.4549999,1.125
6532,Outdoor sport and recreational guides,65,3.04,4.6700001,4.1900001,2,4.6399999,2.6400001,4.3600001,4.2399998,3.5899999,4.4499998,2.5599999,3.6400001,2.4300001
6533,Casino occupations,65,2.8899999,4.6199999,4.2749996,1.775,4.3699999,1.005,1,4.4549999,3.9349999,1,1,1.425,1
6541,Security guards and related security service occupations,65,2.842,4.4120002,4.0479999,1.998,4.2839999,1.806,3.0019999,3.8859999,3.392,2.1800001,1.2839999,2.862,1.194
6551,Customer services representatives - financial institutions,65,2.8600001,4.9300003,4.3599997,2.0049999,4.8450003,1.145,1.155,3.6900001,4.5450001,1.3199999,1.05,1.12,1.03
6552,Other customer and information services representatives,65,2.6099999,4.8400002,4.0300002,1.1900001,4.4400001,1.1,1.46,3.3,3.51,1.41,1.02,1.05,1.04
6561,"Image, social and other personal consultants",65,3.9300001,4.8200002,4.48,2.28,4.8299999,1,1,4.6900001,4.27,1,1,3.45,1
6562,"Estheticians, electrologists and related occupations",65,3.405,4.3699999,3.085,2.25,4.2599998,1.005,1.005,4.7649999,4.0749998,1,1,3.47,1.5899999
6563,Pet groomers and animal care workers,65,3.1849999,4.4949999,3.76,2.6500001,4.6999998,3.0799999,4.1100001,3.5650001,3.675,2.8199999,1.5899999,2.6600001,1.21
6564,Other personal service occupations,65,4.395,4.3699999,3.4400001,2.9450002,4.1900001,1.26,1.48,4.4899998,3.3299999,1.4349999,1,2.5899999,1.2049999
6611,Cashiers,66,3.1466668,4.8899999,4.4566669,1.9399999,4.6399999,1.17,1.1866667,3.95,4.4033332,1.0433333,1.12,1.6633333,1.0033333
6621,Service station attendants,66,2.6900001,4.5100002,4.4099998,1.14,4.96,3.0899999,4.4499998,3.4000001,3.8199999,3.4300001,1.98,4.75,1.13
6622,"Store shelf stockers, clerks and order fillers",66,2.2049999,4.165,3.4200001,1.355,4.8050003,2.115,2.395,3.665,2.9749999,2.26,2.7149999,3.2950001,1.3
6623,Other sales related occupations,66,2.2950001,4.7349997,4.2349997,1.24,4.1750002,1.395,1.3099999,3.8700001,3.375,1.905,1,1.1900001,1
6711,"Food counter attendants, kitchen helpers and related support occupations",67,3.1900001,4.3400002,3.925,1.4425,4.2150002,1.0775,1.63,3.7925,3.3375001,1.1900001,1.0425,3.4825001,1.1700001
6721,"Support occupations in accommodation, travel and facilities set-up services",67,2.98,4.0699997,3.22,1.5799999,4.2350001,2.635,3.2449999,4.25,2.8150001,3.0050001,2.5899999,3.0149999,1.3299999
6722,"Operators and attendants in amusement, recreation and sport",67,3.6399999,4.8450003,4.0050001,2.24,4.5500002,1.725,2.3600001,4.0999999,4.125,1.96,1.155,2.79,1.22
6731,Light duty cleaners,67,3.01,4.46,2.4100001,3.0599999,4.0700002,1.13,1.28,2.6700001,3.79,1.02,1,4.2800002,1.12
6732,Specialized cleaners,67,2.0999999,3.3599999,2.28,1.65,4.5799999,2.5599999,3.8800001,3.1900001,2.0899999,3.1900001,1.79,3.6099999,2.01
6733,"Janitors, caretakers and building superintendents",67,2.5599999,3.8,2.8199999,2.8800001,4.23,2.05,2.3800001,2.9300001,2.75,1.6799999,1.52,4.0300002,1.8099999
6741,"Dry cleaning, laundry and related occupations",67,2.95,3.5,2.3533332,1.7866666,4.0799999,1.4666667,1.7633333,2.8966668,2.2733333,1.1966666,1.6833333,3.5933335,2.0166667
6742,"Other service support occupations, n.e.c.",67,3.0799999,4.7775002,4.3099999,1.53,4.48,1.8025,2.0525,4.0950003,3.8074999,1.8525,1.2275,2.0899999,1.0875
7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",72,2.8225,4.6575003,3.6824999,1.275,4.7474999,2.7850001,3.5475001,3.5374999,2.7425001,3.1849999,2.1324999,4.1374998,1.8775001
7202,"Contractors and supervisors, electrical trades and telecommunications occupations",72,2.6600001,4.6700001,3.8966668,1.36,4.79,2.9866667,3.8900001,3.5233333,3.0366666,3.4733334,2.3766665,4.0533333,2.03
7203,"Contractors and supervisors, pipefitting trades",72,2.4949999,4.6149998,3.6600001,1.17,4.7349997,2.76,3.9349999,3.415,2.895,3.3699999,2.3,4.2600002,2.1950002
7204,"Contractors and supervisors, carpentry trades",72,3.03,4.585,3.3600001,1.0999999,4.7249999,2.5900002,3.5550001,3.7049999,2.325,3.05,2.1600001,4.4949999,1.905
7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",72,2.75,4.5500002,3.6800001,1.1799999,4.8299999,3,4.5900002,3.8299999,2.79,3.78,2.9200001,4.5999999,2.3900001
7231,Machinists and machining and tooling inspectors,72,2.3099999,4.1700001,2.3000002,1.155,4.5,1.425,1.585,3.3199999,1.525,1.2950001,1.515,4.8050003,1.5700001
7232,Tool and die makers,72,2.095,3.9549999,2.1949999,1.01,4.8850002,1.2349999,1.76,3.415,1.325,1.4400001,1.9200001,5,1.7
7233,Sheet metal workers,72,2.5799999,4.2800002,3.25,1.39,4.73,2.5,3.1400001,3.6800001,2.51,2.47,2.29,4.6999998,3.0899999
7234,Boilermakers,72,3.24,4.1399999,2.78,1.61,4.3099999,3.26,4.1500001,3.76,2.0599999,2.55,2.3800001,4.8800001,3.8399999
7235,Structural metal and platework fabricators and fitters,72,2.7649999,4.0799999,2.6199999,1.45,4.4499998,2.8600001,3.5050001,3.8649998,2.01,1.97,2.9749999,5,3.6599998
7236,Ironworkers,72,2.45,4.4299998,2.6199999,1.53,4.1799998,2.22,4.5999999,3.8399999,1.72,1.86,2.99,4.4899998,3.51
7237,Welders and related machine operators,72,2.8899999,3.4000001,1.95,1.015,4.1199999,1.825,2.2350001,2.75,2.2049999,1.74,2.0149999,4.96,2.585
7241,Electricians (except industrial and power system),72,2.55,4.5799999,3.02,1.4400001,4.6500001,3.1300001,3.5,4.0100002,3.23,3.1300001,2.1600001,4.8000002,3.0999999
7242,Industrial electricians,72,2.46,4.145,2.335,1.245,4.4049997,2.3199999,4.4300003,3.5250001,2.2199998,3.6600001,2.6200001,4.585,2.1199999
7243,Power system electricians,72,2.6800001,4.73,2.52,1.62,4.8899999,3.54,4.3200002,4.52,1.65,3.5,2.73,4.98,3.47
7244,Electrical power line and cable workers,72,3.47,4.2600002,3.47,1.4,4.9899998,1.1799999,4.7800002,3.9300001,3.5999999,3.8699999,4.2399998,4.8899999,4.4499998
7245,Telecommunications line and cable workers,72,3.3900001,4.79,3.99,2.3399999,4.4400001,3.5799999,4.8299999,3.54,3.72,4.8000002,2.6400001,4.77,3.04
7246,Telecommunications installation and repair workers,72,3.1800001,4.665,4.1100001,2.0999999,4.3649998,3.0250001,4.585,3.5149999,3.78,4.7600002,2.4349999,4.4250002,2.885
7247,Cable television service and maintenance technicians,72,3.3900001,4.79,3.99,2.3399999,4.4400001,3.5799999,4.8299999,3.54,3.72,4.8000002,2.6400001,4.77,3.04
7251,Plumbers,72,2.55,4.1399999,2.9300001,3.3299999,4.52,2.8199999,3.96,3.3900001,3.49,3.1199999,1.61,4.0500002,2.28
7252,"Steamfitters, pipefitters and sprinkler system installers",72,2.2,4.48,2.48,1.84,4.6700001,2.9000001,3.25,3.9200001,2.24,2.6500001,1.95,5,3.3499999
7253,Gas fitters,72,2.655,4.4099998,3.125,1.72,4.6549997,2.7350001,3.915,3.7850001,2.9099998,3.5450001,1.7750001,4.6849999,2.96
7271,Carpenters,72,2.4333334,4.3833332,3.2766666,1.2466667,4.8366666,2.4066668,3.4699998,3.8666666,2.7333333,2.3800001,2.48,4.8200002,2.5433333
7272,Cabinetmakers,72,2.1566665,3.9733334,2.45,1.2066667,4.7866669,1.3233333,1.6566666,3.1600001,2.3166666,1.65,1.7266667,4.8299999,1.9833333
7281,Bricklayers,72,2.4266667,4.1866665,2.27,1.4066666,4.0666666,2.5833333,4.2133331,4.2233334,2.0433333,1.88,3.03,4.9433331,3.6000001
7282,Concrete finishers,72,2.6700001,3.95,2.6900001,1.1900001,4.3400002,2.9200001,4.8099999,4.4200001,2.23,3.28,3.7,4.4400001,2.95
7283,Tilesetters,72,2.03,3.8449998,2.825,1.375,4.4099998,1.9349999,2.0450001,3.6300001,2.6900001,2.125,1.54,4.4250002,1.785
7284,"Plasterers, drywall installers and finishers and lathers",72,2.6399999,3.7133334,2.4266667,1.2666667,4.5766668,2.3866665,3.1300001,3.3466668,2.3833332,2.4333334,1.9,4.1199999,2.6266668
7291,Roofers and shinglers,72,2.71,4.5,3.3699999,1.17,4.6399999,2.2,4.98,4.0900002,2.9300001,2.97,2.3699999,4.46,3.24
7292,Glaziers,72,2.3599999,4.3899999,3.5799999,1.7,4.8699999,3.78,4.7800002,3.74,3.1400001,3.3099999,2.54,4.7800002,2.55
7293,Insulators,72,2.78,4.1350002,3.0450001,1.51,4.4549999,3.105,3.7449999,3.3499999,2.6100001,3.24,1.98,4.4499998,4.145
7294,Painters and decorators (except interior decorators),72,2.71,4.0900002,2.5,1.29,4.2399998,2.1500001,3.0650001,3.1500001,2.9850001,2.325,1.2950001,4.0650001,3.3400002
7295,Floor covering installers,72,2.1849999,4.4899998,3.335,1.4450001,4.7950001,1.5550001,1.91,3.585,3.0050001,2.75,1.37,3.04,1.865
7301,"Contractors and supervisors, mechanic trades",73,2.99,4.7800002,4.3699999,1.74,4.9000001,3.4400001,3.8,3.74,3.3199999,3.6800001,2.53,3.6400001,1.7
7302,"Contractors and supervisors, heavy equipment operator crews",73,2.75,4.5500002,3.6800001,1.1799999,4.8299999,3,4.5900002,3.8299999,2.79,3.78,2.9200001,4.5999999,2.3900001
7303,"Supervisors, printing and related occupations",73,3.3099999,4.6199999,3.04,1.02,4.6199999,2.1800001,2.52,3.5799999,1.86,2.3199999,1.4,4.3899999,1.42
7304,"Supervisors, railway transport operations",73,3,4.7150002,3.6400001,1.615,4.8599997,1.895,3.835,3.5799999,2.9000001,3.4450002,2.125,4.0349998,1.265
7305,"Supervisors, motor transport and other ground transit operators",73,3.3800001,4.9099998,4.0100002,1.63,4.8099999,2.05,2.97,3.6400001,3.3199999,2.55,2.24,3.25,1.38
7311,Construction millwrights and industrial mechanics,73,2.2866666,4.3533335,2.5733333,1.8033334,4.79,3.1566668,3.8033333,4.0133333,1.6833333,2.74,3.2866666,4.8200002,3.1566668
7312,Heavy-duty equipment mechanics,73,2.6849999,4.21,3.4100001,1.6949999,4.7600002,2.76,4.2399998,3,2.78,3.9200001,4.0300002,4.7049999,1.865
7313,"Heating, refrigeration and air conditioning mechanics",73,2.9549999,4.5349998,3.855,1.6700001,4.605,2.9400001,4.3599997,3.4400001,3.635,3.845,1.35,4.3649998,2.27
7314,Railway carmen/women,73,2.8800001,3.98,2.8399999,1.1,4.5,2.8299999,4.2600002,3.5999999,1.86,3.49,3.9200001,4.8899999,3.5599999
7315,Aircraft mechanics and aircraft inspectors,73,3.28,3.6800001,3.5999999,1.105,4.4099998,2.46,3.0999999,3.1550002,2.95,2.5550001,2.0149999,4.0100002,2.6199999
7316,Machine fitters,73,2.5699999,4.1500001,2.79,1.01,4.73,1.75,2.0999999,3.75,1.71,1.75,2.4300001,4.8800001,2.3199999
7318,Elevator constructors and mechanics,73,2.76,4.0700002,3.71,2.98,4.8000002,3.47,3.48,3.5599999,3.27,3.71,2.04,4.9899998,3.49
7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",73,2.6875,4.0875001,3.29,1.245,4.4974999,2.4349999,3.1775,3.2725,2.8775001,4.6075001,2.2425001,4.5574999,1.7325001
7322,Motor vehicle body repairers,73,2,4.04,3.0549998,1.015,4.645,2.885,3.385,2.915,3.0599999,4.2249999,1.4400001,4.9300003,3.1099999
7331,Oil and solid fuel heating mechanics,73,3.1099999,4.3400002,3.77,1.6,4.6399999,2.5699999,4.5799999,3.6500001,3.5799999,4.4400001,1.6,4.3699999,2.5699999
7332,Appliance servicers and repairers,73,2.0899999,4.8400002,4.6500001,1.49,4.73,2.8900001,3.49,3.6800001,4.0700002,4.1999998,1.27,2.4300001,1.11
7333,Electrical mechanics,73,2.5699999,3.9300001,3.1600001,2.02,4.6799998,2.3399999,2.6199999,3.3900001,1.85,2.55,1.88,4.6700001,2.46
7334,"Motorcycle, all-terrain vehicle and other related mechanics",73,1.9299999,4.21,3.7550001,1.35,4.6549997,3.0350001,3.78,3.125,2.9449999,2.6300001,3.895,4.0650001,1.625
7335,Other small engine and small equipment repairers,73,2.8099999,4.4200001,3.5699999,1.11,3.6700001,2.3299999,3.5799999,3.1300001,2.9400001,2,3.9000001,4.4099998,1.3
7361,Railway and yard locomotive engineers,73,2.3999999,4.5033331,2.8033333,1.3366667,4.8800001,2.3666668,4.4200001,2.9466667,2.2533333,4.6666665,2.3499999,4.8633332,1.37
7362,Railway conductors and brakemen/women,73,2.4949999,4.4349999,3.135,1.6,4.6499996,1.51,4.8499999,3.0799999,2.355,4.335,2.75,4.6149998,1.115
7371,Crane operators,73,2.79,4.3433332,2.3099999,1.0966667,4.6033335,2.5533333,3.6533332,2.9400001,2.1599998,3.9933333,3.29,4.9633331,2.2733333
